================================================================================

FROM MASTER_DUMPS                  FROM RAW CSV
			 100		1000		20000  instances
================================================================================
46.84			 47.0           46.97          46.85          
3883.52			 3880.05        3876.84        3884.11        
1313.39			 1325.67        1313.7         1311.52        
4.06			 4.14           4.48           4.09           
574.87			 575.0          578.74         574.72         
677.24			 677.14         677.72         677.33         
2.56			 2.52           2.67           2.56           
1442.83			 1431.38        1441.05        1444.27        
54.87			 50.1           56.59          54.92          
761.97			 757.0          761.26         762.01         
40.95			 39.76          41.17          40.93          
931.28			 935.48         934.32         931.76         
1288.93			 1286.1         1289.14        1289.54        
3434.33			 3415.38        3430.04        3435.02        
30.35			 30.81          30.47          30.26          
6.98			 6.95           7.04           6.97           
5.37			 5.52           5.38           5.39           
152.81			 160.43         153.82         152.81         
3981.19			 3929.76        3981.45        3977.43        
1188.56			 1185.95        1187.36        1188.07        
22.07			 21.14          22.22          22.16          
3047.22			 3054.29        3047.82        3046.36        
3.69			 3.48           3.59           3.55           
660.24			 687.62         666.32         660.71         
3.51			 3.38           3.5            3.49           
3.06			 2.86           3.09           3.02           
39.38			 37.14          39.15          39.43          
10.75			 10.76          10.83          10.78          
93.59			 93.05          94.01          93.35          
926.94			 927.14         929.51         927.16         
604.55			 610.29         604.02         604.81         
230.32			 231.14         230.38         230.31         
1739.60			 1736.86        1736.74        1739.78        
3186.75			 3192.1         3187.12        3186.65        
4221.54			 4203.52        4225.34        4221.87        
1269.75			 1261.52        1267.4         1269.21        
46.80			 46.62          47.1           46.86          
452.31			 458.52         452.08         451.97         
787.19			 783.29         786.22         787.05         
266.19			 273.71         265.34         266.76         
776.46			 772.1          776.85         776.66         
418.41			 414.48         420.9          418.36         
1873.30			 1858.81        1870.55        1873.94        
7.33			 9.14           7.33           7.31           
11.48			 10.95          11.09          11.34          
7.01			 7.24           7.05           7.05           
2.34			 1.81           2.33           2.32           
367.88			 366.71         368.95         368.43         
902.35			 901.0          903.33         902.69         
641.05			 640.05         639.85         641.2          
4.19			 4.14           4.02           4.18           
20.47			 18.67          20.95          20.42          
262.11			 263.48         263.33         262.38         
1156.66			 1179.95        1155.61        1155.52        
2794.50			 2774.05        2790.82        2795.2         
22.60			 23.76          22.4           22.57          
2.43			 1.95           2.41           2.35           
286.60			 280.29         285.63         286.77         
457.51			 453.81         455.85         457.28         
4226.17			 4229.95        4231.67        4226.28        
929.58			 923.9          927.75         928.78         
3543.37			 3541.67        3541.19        3542.59        
747.64			 752.86         751.72         747.29         
971.35			 964.29         966.7          970.92         
63.88			 70.9           67.31          63.83          
676.19			 686.76         680.76         676.68         
609.55			 615.33         610.69         609.55         
18.72			 18.33          18.67          18.71          
37.85			 34.43          37.42          37.7           
2845.62			 2851.38        2845.62        2845.76        
147.16			 139.71         147.83         147.14         
914.96			 938.19         914.0          915.74         
859.25			 860.48         855.77         858.85         
3563.22			 3567.0         3562.65        3563.46        
3844.07			 3843.62        3829.41        3841.38        
2113.44			 2111.0         2113.24        2113.95        
2817.29			 2819.24        2817.52        2816.43        
452.81			 450.14         452.16         453.58         
152.48			 152.05         152.13         152.34         
1590.34			 1585.67        1589.32        1590.13        
609.53			 611.52         609.48         609.49         
30.89			 29.9           30.2           30.57          
257.62			 264.29         259.84         258.82         
304.98			 308.95         305.15         305.3          
2691.01			 2696.71        2692.99        2691.48        
298.80			 303.24         298.99         298.45         
1006.51			 1012.48        1002.69        1005.37        
800.98			 798.29         801.0          801.45         
2285.21			 2288.76        2285.76        2285.19        
144.05			 140.9          142.2          143.98         
1524.84			 1493.9         1528.67        1525.82        
1118.49			 1112.95        1120.01        1118.83        
2423.40			 2437.05        2421.6         2423.14        
880.10			 873.38         881.02         880.17         
147.71			 145.29         147.44         147.14         
2119.60			 2102.86        2115.85        2117.84        
151.75			 151.38         153.82         151.47         
705.10			 704.62         705.22         705.68         
1097.18			 1101.05        1098.62        1097.83        
755.82			 758.19         753.92         755.43         
6.98			 6.86           6.53           7.03           
304.47			 313.0          307.45         304.29         
457.29			 457.0          456.63         457.46         
305.00			 300.62         305.55         304.56         
1584.56			 1570.95        1587.19        1584.63        
3183.15			 3164.24        3176.3         3183.81        
2079.28			 2074.67        2076.99        2079.06        
830.77			 829.33         831.09         831.07         
2135.76			 2136.67        2135.73        2135.21        
702.03			 699.29         702.05         702.11         
1024.20			 1029.9         1022.89        1024.81        
85.09			 83.1           84.71          85.23          
2081.74			 2085.38        2079.87        2082.95        
657.52			 653.14         657.5          657.98         
457.43			 459.43         459.15         457.48         
596.02			 595.76         594.13         596.11         
914.98			 918.95         916.09         914.48         
6.06			 6.38           6.04           6.07           
468.00			 468.95         468.49         468.04         
3046.14			 3047.81        3052.99        3048.9         
2337.82			 2332.76        2335.3         2338.14        
573.91			 598.76         574.77         574.04         
186.72			 173.14         185.61         186.38         
719.41			 712.57         718.73         718.52         
781.25			 793.19         778.74         780.94         
450.38			 451.33         449.44         450.36         
519.65			 522.62         518.55         519.3          
1447.58			 1448.86        1445.82        1447.16        
604.55			 584.29         602.73         603.41         
7450.96			 7417.43        7457.01        7451.88        
1364.45			 1350.86        1365.51        1364.3         
415.01			 414.48         414.43         414.82         
526.53			 523.71         525.7          526.94         
2334.42			 2334.0         2336.32        2333.85        
2200.37			 2181.33        2197.73        2199.68        
3926.56			 3903.57        3924.57        3925.94        
152.50			 154.43         152.6          152.53         
175.77			 167.1          173.47         175.2          
5541.12			 5547.9         5532.97        5539.78        
1035.18			 1047.57        1034.54        1035.43        
548.71			 556.62         546.68         547.94         
1264.68			 1256.38        1263.69        1264.06        
210.07			 212.38         210.21         210.14         
351.12			 357.33         357.15         352.6          
46.72			 46.33          47.0           46.62          
9.01			 10.19          9.0            8.96           
556.09			 561.14         559.03         556.03         
191.33			 190.52         191.09         191.48         
33.42			 37.52          33.47          33.39          
10.75			 9.81           10.73          10.78          
996.13			 1008.24        998.64         996.48         
791.89			 790.33         792.24         792.48         
584.10			 581.19         584.99         584.55         
174.90			 171.86         175.73         175.57         
1142.17			 1133.38        1141.85        1141.42        
3725.77			 3731.81        3743.69        3727.58        
3657.11			 3630.38        3646.41        3655.99        
609.72			 598.81         604.99         610.22         
10.09			 10.1           9.85           10.09          
30.51			 31.14          30.76          30.55          
602.41			 593.67         604.03         601.22         
221.80			 219.33         221.04         222.47         
1523.39			 1511.24        1522.86        1522.95        
7.05			 6.86           6.29           7.09           
392.31			 393.1          393.46         392.49         
3.69			 4.52           4.03           3.73           
152.51			 151.24         152.09         152.5          
30.55			 29.86          30.04          30.88          
914.91			 918.86         912.32         914.59         
5.51			 5.1            6.04           5.52           
30.27			 29.14          30.13          30.3           
1363.81			 1351.95        1365.52        1364.23        
680.03			 677.43         680.87         680.1          
2337.68			 2343.9         2336.47        2337.22        
560.81			 564.86         562.15         559.94         
324.27			 319.67         324.46         324.52         
7.29			 6.38           7.1            7.16           
425.83			 401.95         423.13         426.37         
313.43			 304.14         314.86         313.47         
29.16			 31.81          29.22          29.21          
377.41			 378.14         375.65         377.03         
614.77			 618.76         616.58         614.68         
149.95			 153.48         150.36         150.08         
186.70			 186.76         187.04         186.81         
373.28			 364.38         371.9          373.58         
2443.27			 2430.9         2445.29        2441.83        
393.21			 397.43         393.15         393.15         
338.74			 339.86         341.49         338.32         
30.92			 30.9           31.53          30.98          
702.07			 696.38         701.5          702.18         
1182.13			 1177.71        1182.65        1181.48        
1504.66			 1504.9         1509.33        1504.92        
3507.13			 3502.29        3505.98        3506.86        
3.06			 3.33           3.19           3.07           
316.63			 322.86         317.11         316.84         
736.50			 725.57         728.76         738.39         
2872.42			 2856.43        2869.23        2872.7         
205.20			 200.24         204.6          205.4          
2.16			 1.43           2.31           2.13           
3725.55			 3729.86        3726.28        3724.5         
1493.81			 1497.52        1493.94        1493.71        
1839.88			 1827.76        1838.11        1839.98        
3506.99			 3511.38        3509.75        3507.42        
671.62			 670.62         669.63         671.62         
2520.30			 2539.81        2527.61        2521.04        
1360.79			 1360.38        1361.76        1360.76        
366.70			 356.86         366.92         366.22         
930.88			 927.62         930.23         931.58         
1523.56			 1518.71        1519.34        1523.85        
1121.14			 1125.48        1122.27        1120.95        
1635.40			 1649.57        1636.03        1635.9         
6.40			 5.05           6.89           6.53           
4.50			 4.67           4.36           4.49           
464.28			 458.71         465.23         464.37         
140.82			 132.67         138.9          140.19         
1862.90			 1863.05        1868.63        1863.81        
3.50			 3.1            3.57           3.5            
954.73			 968.14         956.47         952.36         
93.61			 93.14          93.21          93.6           
8.98			 8.1            8.29           9.15           
2794.62			 2786.05        2804.69        2795.57        
383.40			 396.52         387.53         383.41         
5261.00			 5268.67        5259.24        5260.42        
1154.22			 1145.14        1155.21        1153.52        
514.23			 516.9          512.34         514.11         
545.64			 545.67         544.27         545.89         
701.64			 706.29         703.16         701.78         
1163.46			 1166.48        1164.21        1162.92        
33.35			 37.24          33.1           33.79          
441.82			 431.9          436.37         441.57         
3196.22			 3178.62        3188.83        3198.94        
30.52			 31.29          30.37          30.47          
684.30			 661.38         684.11         684.35         
27.81			 27.24          27.81          27.87          
580.03			 596.86         576.16         579.86         
130.18			 127.95         130.54         130.47         
4.46			 3.29           4.72           4.48           
72.33			 71.29          74.04          72.46          
2443.37			 2453.76        2437.55        2443.04        
261.82			 248.76         261.09         261.84         
761.90			 742.52         757.24         761.12         
33.47			 30.48          34.6           33.76          
628.36			 641.76         630.73         629.33         
30.67			 30.29          32.11          30.75          
371.39			 362.1          372.18         371.81         
1903.36			 1912.67        1903.41        1904.78        
3064.82			 3071.38        3070.66        3065.3         
2562.62			 2554.19        2560.37        2560.24        
243.74			 245.24         245.11         243.53         
1080.90			 1076.05        1080.43        1081.17        
761.99			 764.29         762.63         761.52         
1306.46			 1308.86        1309.27        1307.74        
93.59			 95.05          93.87          93.56          
37.83			 34.76          39.86          37.93          
388.57			 390.71         389.27         388.44         
3046.48			 3044.52        3051.96        3044.82        
3982.68			 3982.76        3979.49        3984.52        
166.20			 168.86         167.06         166.22         
235.63			 238.57         231.83         235.03         
2285.09			 2268.76        2286.39        2286.58        
761.61			 745.48         759.28         761.13         
467.88			 463.52         467.87         467.69         
235.28			 257.05         239.83         235.8          
9.94			 11.05          9.83           9.99           
167.65			 166.52         168.04         167.51         
711.22			 708.14         704.93         711.24         
745.34			 742.52         741.43         744.57         
4125.40			 4115.33        4121.67        4123.69        
2.94			 1.43           2.78           2.91           
468.08			 463.05         469.0          467.98         
1311.00			 1306.19        1308.21        1311.39        
1655.34			 1661.57        1657.54        1655.44        
3733.25			 3753.95        3741.36        3733.47        
2061.89			 2048.33        2057.91        2061.92        
1418.06			 1394.38        1411.89        1419.12        
75.52			 75.9           76.69          75.55          
245.00			 252.38         246.35         244.63         
183.52			 183.1          183.61         183.64         
2328.84			 2328.05        2330.02        2328.97        
701.97			 702.24         703.47         702.29         
233.99			 233.57         233.73         233.82         
418.56			 417.9          421.51         418.07         
3684.43			 3683.48        3687.08        3684.17        
955.99			 955.05         959.36         955.6          
4265.13			 4278.19        4261.82        4265.72        
1689.09			 1696.24        1692.41        1689.64        
489.07			 481.05         488.24         489.11         
9351.31			 9358.29        9356.14        9351.15        
648.39			 651.1          645.03         646.56         
931.18			 941.0          927.81         931.77         
1169.20			 1165.19        1168.51        1169.46        
98.73			 100.29         100.07         98.91          
1563.11			 1581.24        1570.26        1563.6         
234.04			 233.38         233.93         234.13         
3044.38			 3060.95        3054.16        3044.93        
3.51			 3.43           3.57           3.5            
7451.71			 7459.81        7455.69        7452.25        
4588.88			 4606.38        4587.17        4590.06        
1960.86			 1962.0         1962.98        1961.69        
1862.98			 1860.05        1854.98        1864.27        
93.57			 93.81          93.65          93.6           
884.33			 887.48         887.79         884.12         
2201.46			 2194.86        2201.05        2200.85        
4744.60			 4767.86        4745.3         4745.08        
1218.85			 1216.0         1215.76        1218.89        
5020.57			 5025.52        5026.86        5021.68        
7.42			 6.1            7.48           7.42           
2993.11			 2999.52        2988.66        2990.93        
3.07			 3.62           2.99           3.06           
283.92			 280.29         282.76         284.25         
512.86			 512.9          512.88         513.05         
254.74			 255.1          254.83         254.95         
672.00			 683.67         675.69         672.01         
1513.10			 1534.38        1510.73        1512.43        
37.38			 36.48          38.18          37.5           
3.09			 2.86           3.02           3.06           
305.47			 310.9          307.49         306.72         
61.71			 65.43          60.8           61.8           
814.78			 811.81         816.36         815.22         
1517.92			 1507.9         1516.31        1518.02        
450.51			 447.29         450.21         450.65         
959.14			 965.33         956.98         960.78         
61.62			 65.33          60.64          61.21          
8237.41			 8221.86        8240.22        8238.7         
37.76			 37.14          37.52          37.53          
3.67			 2.48           3.66           3.72           
3047.10			 3043.1         3045.72        3046.62        
418.10			 419.1          416.59         417.86         
3.37			 2.81           3.49           3.52           
1347.31			 1335.29        1344.16        1346.75        
1088.86			 1094.95        1088.03        1089.13        
149.12			 145.57         148.2          148.93         
423.59			 425.24         423.87         423.58         
145.58			 146.05         145.16         145.69         
533.26			 528.24         532.99         532.87         
3.49			 3.1            3.55           3.48           
1314.01			 1301.33        1316.29        1313.76        
717.26			 722.81         714.13         717.2          
916.51			 915.38         922.01         916.37         
249.77			 254.38         250.41         250.1          
2061.77			 2056.19        2061.48        2061.77        
59.39			 59.57          59.73          59.51          
30.49			 29.05          30.45          30.43          
547.94			 551.95         549.9          547.4          
26.66			 25.38          26.63          26.79          
555.17			 532.14         547.06         554.1          
4569.68			 4614.57        4570.92        4573.07        
30.47			 31.95          31.13          30.48          
1515.19			 1502.52        1513.09        1515.62        
368.79			 382.95         370.56         367.41         
912.20			 919.05         910.5          911.98         
7.41			 8.81           7.02           7.43           
935.09			 935.14         934.49         935.03         
604.72			 603.71         603.82         605.56         
931.61			 925.48         934.83         932.66         
25.39			 25.14          25.67          25.46          
572.27			 574.48         573.9          572.28         
736.97			 720.48         738.58         737.25         
327.45			 326.57         329.1          328.0          
2223.37			 2226.1         2221.22        2224.44        
1189.72			 1186.67        1189.27        1189.65        
416.72			 416.62         417.46         416.93         
523.91			 522.19         523.12         524.07         
89.52			 91.62          90.07          89.74          
752.01			 756.57         752.84         751.94         
304.65			 302.76         303.01         304.26         
746.86			 775.9          751.99         746.67         
3725.94			 3721.71        3725.63        3726.72        
405.73			 405.86         406.11         405.58         
7013.60			 7022.57        7012.8         7013.42        
2323.91			 2318.0         2325.44        2323.45        
1700.98			 1698.95        1701.37        1700.36        
3.09			 3.81           3.2            3.06           
1982.59			 1956.76        1983.98        1983.17        
302.95			 304.71         307.6          303.15         
155.52			 154.52         156.17         155.43         
121.95			 120.67         122.0          121.95         
3.72			 2.71           3.68           3.75           
1072.16			 1087.38        1068.04        1071.6         
267.22			 270.43         267.63         267.49         
404.01			 414.0          403.81         404.23         
2729.26			 2731.29        2731.21        2730.7         
610.84			 594.19         601.92         609.98         
504.36			 502.14         507.07         505.12         
2727.17			 2727.29        2727.73        2726.67        
397.88			 396.57         400.26         397.9          
411.10			 418.86         413.23         410.98         
7013.51			 7015.43        7009.04        7013.6         
21.54			 19.9           21.15          21.68          
1523.58			 1521.14        1524.47        1524.19        
209.26			 209.76         209.97         208.67         
2092.40			 2093.48        2093.86        2092.4         
2195.10			 2187.29        2191.9         2195.31        
3.20			 3.14           3.36           3.2            
936.60			 943.67         937.42         937.45         
3046.25			 3031.62        3053.2         3046.6         
892.93			 906.52         898.31         892.85         
10.74			 10.76          10.65          10.76          
715.40			 722.43         714.93         715.26         
3579.53			 3601.71        3576.15        3578.77        
3.37			 2.9            3.01           3.3            
1491.58			 1491.9         1494.05        1490.46        
1870.41			 1867.43        1868.46        1870.24        
1862.73			 1862.19        1862.05        1860.81        
305.31			 297.95         305.28         304.49         
1064.39			 1073.29        1068.44        1065.23        
60.65			 61.33          60.6           60.33          
1381.81			 1386.57        1381.79        1381.86        
609.99			 613.52         611.12         610.05         
420.66			 411.57         422.61         420.7          
128.66			 129.52         130.14         128.73         
477.56			 478.81         476.6          476.63         
3361.09			 3357.0         3361.08        3360.54        
274.21			 274.43         278.68         274.71         
817.84			 815.05         817.76         817.99         
3234.17			 3234.71        3233.22        3233.81        
1133.20			 1127.33        1139.44        1132.33        
159.86			 158.1          160.16         160.37         
877.63			 867.95         877.04         878.07         
1627.25			 1631.33        1629.7         1627.52        
7.01			 7.05           7.08           7.03           
60.36			 61.05          62.44          60.29          
1862.25			 1874.62        1862.84        1862.19        
2929.19			 2907.9         2934.57        2928.69        
5.37			 5.38           5.38           5.35           
63.60			 77.19          64.41          64.03          
1115.39			 1123.9         1114.67        1115.94        
5.43			 5.14           6.15           5.57           
816.94			 819.62         820.38         816.42         
666.79			 673.81         671.71         667.05         
3047.80			 3054.0         3046.08        3044.38        
152.85			 151.95         149.72         152.33         
467.92			 472.67         468.97         468.11         
376.50			 378.71         375.07         376.38         
4675.57			 4663.38        4671.18        4675.17        
30.85			 28.48          30.93          30.66          
20.49			 20.1           21.09          20.66          
31.97			 36.0           32.55          31.87          
46.76			 45.67          46.48          46.77          
5395.65			 5413.52        5396.21        5396.17        
468.02			 465.9          467.58         468.22         
830.79			 834.19         831.89         831.6          
76.54			 73.1           76.33          76.36          
3863.74			 3868.81        3855.01        3863.55        
236.45			 239.24         235.54         236.58         
442.42			 438.71         445.14         443.23         
152.75			 164.1          153.66         152.9          
317.83			 313.38         316.22         317.37         
479.24			 469.67         476.93         479.77         
228.45			 228.33         227.63         228.53         
757.21			 761.29         758.32         757.21         
447.95			 435.62         447.62         447.57         
3725.59			 3726.29        3724.42        3724.89        
198.96			 195.62         199.35         198.92         
30.80			 26.9           29.53          30.68          
2.34			 2.0            2.6            2.34           
639.91			 624.48         638.06         639.66         
710.02			 709.62         713.84         710.95         
269.51			 265.67         269.14         269.56         
427.28			 413.38         426.72         427.49         
1524.28			 1522.67        1521.65        1524.0         
1029.57			 1031.33        1033.36        1029.55        
2214.23			 2207.05        2213.27        2214.17        
30.54			 28.38          31.05          30.65          
152.46			 153.9          153.21         152.45         
10.76			 10.0           10.55          10.77          
861.89			 855.0          862.49         862.12         
