	p	t	Gene	degree	in-degree	out-degree	Bin_avg	Bin_std	Din_avg	Din_std	Bout_avg	Bout_std	Dout_avg	Dout_std	Bin_over_Din	Bin_over_Bout	Bin_over_Dout	Din_over_Bin	Din_over_Bout	Din_over_Dout	Bout_over_Bin	Bout_over_Din	Bout_over_Dout	Dout_over_Bin	Dout_over_Din	Dout_over_Bout
24690	5.0	20.0	JAK2	11.0	3.0	8.0	1.225	0.47700000000000004	0.451	0.723	0.064	0.248	1.162	0.425	1.225	1.225	1.0542168674698795	0.3681632653061224	0.451	0.3881239242685026	0.05224489795918367	0.064	0.055077452667814115	0.9485714285714284	1.162	1.162
24738	5.0	20.0	MAP3K5	15.0	7.0	8.0	1.6740000000000002	1.1640000000000001	0.937	1.536	0.055999999999999994	0.35600000000000004	1.139	0.49200000000000005	1.6740000000000002	1.6740000000000002	1.4697102721685689	0.5597371565113501	0.937	0.8226514486391572	0.03345280764635603	0.055999999999999994	0.04916593503072871	0.6804062126642773	1.139	1.139
24740	5.0	20.0	MAP3K7	12.0	5.0	7.0	1.496	1.092	0.501	1.011	0.114	0.34	1.3769999999999998	0.99	1.496	1.496	1.0864197530864197	0.33489304812834225	0.501	0.3638344226579521	0.07620320855614973	0.114	0.08278867102396514	0.9204545454545454	1.3769999999999998	1.3769999999999998
24748	5.0	20.0	MAPK14	11.0	7.0	4.0	1.956	1.305	1.311	1.7080000000000002	0.075	0.45399999999999996	1.1159999999999999	0.506	1.4919908466819225	1.956	1.7526881720430103	0.6702453987730062	1.311	1.1747311827956988	0.03834355828220859	0.057208237986270026	0.06720430107526881	0.5705521472392638	0.8512585812356981	1.1159999999999999
24749	5.0	20.0	MAPK3	12.0	5.0	7.0	1.675	1.476	0.168	0.519	0.032	0.18	1.6640000000000001	1.48	1.675	1.675	1.0066105769230769	0.10029850746268656	0.168	0.10096153846153848	0.0191044776119403	0.032	0.019230769230769232	0.9934328358208956	1.6640000000000001	1.6640000000000001
24778	5.0	20.0	NCK1	11.0	8.0	3.0	2.287	1.68	1.662	2.073	0.156	0.675	1.227	0.8959999999999999	1.3760529482551145	2.287	1.8638956805215967	0.7267162221250546	1.662	1.354523227383863	0.06821163095758638	0.09386281588447654	0.1271393643031785	0.5365107127240928	0.7382671480144405	1.227
24786	5.0	20.0	NFKB1	13.0	7.0	6.0	2.045	2.258	0.152	0.598	0.027000000000000003	0.171	2.109	2.314	2.045	2.045	0.9696538643907064	0.07432762836185819	0.152	0.07207207207207207	0.013202933985330076	0.027000000000000003	0.012802275960170695	1.0312958435207824	2.109	2.109
24811	5.0	20.0	PAK1	11.0	9.0	2.0	3.7939999999999996	3.8280000000000003	0.034	0.188	0.018000000000000002	0.134	3.8339999999999996	3.827	3.7939999999999996	3.7939999999999996	0.989567031820553	0.008961518186610439	0.034	0.008868022952529996	0.00474433315761729	0.018000000000000002	0.004694835680751173	1.0105429625724829	3.8339999999999996	3.8339999999999996
24820	5.0	20.0	PDGFRB	12.0	6.0	6.0	1.621	1.124	0.8190000000000001	1.345	0.10300000000000001	0.436	1.222	0.722	1.621	1.621	1.3265139116202946	0.5052436767427514	0.8190000000000001	0.6702127659574468	0.0635410240592227	0.10300000000000001	0.08428805237315876	0.7538556446637877	1.222	1.222
24843	5.0	20.0	PIK3R1	15.0	13.0	2.0	4.548	5.147	0.514	1.4269999999999998	0.355	0.503	4.797	5.244	4.548	4.548	0.9480925578486554	0.11301671064204045	0.514	0.1071503022722535	0.07805628847845206	0.355	0.07400458619970815	1.0547493403693928	4.797	4.797
24918	5.0	20.0	PRKDC	12.0	8.0	4.0	2.345	2.498	0.519	1.3119999999999998	0.214	0.441	2.2430000000000003	2.428	2.345	2.345	1.045474810521623	0.22132196162046908	0.519	0.2313865358894338	0.09125799573560768	0.214	0.0954079358002675	0.9565031982942428	2.2430000000000003	2.2430000000000003
24933	5.0	20.0	PTPN1	12.0	10.0	2.0	4.2010000000000005	4.324	0.06	0.5539999999999999	0.022000000000000002	0.145	4.257	4.342	4.2010000000000005	4.2010000000000005	0.9868451961475218	0.01428231373482504	0.06	0.014094432699083862	0.00523684836943585	0.022000000000000002	0.00516795865633075	1.0133301594858368	4.257	4.257
24953	5.0	20.0	RASA1	12.0	11.0	1.0	4.673	3.909	1.7480000000000002	2.532	0.9179999999999999	1.003	4.657	3.992	2.6733409610983982	4.673	1.003435688211295	0.3740637705970469	1.7480000000000002	0.3753489370839596	0.1964476781510807	0.5251716247139588	0.19712261112304055	0.9965760753263428	2.6641876430205955	4.657
24971	5.0	20.0	RIPK2	12.0	11.0	1.0	6.234	5.012	0.040999999999999995	0.502	0.018000000000000002	0.131	6.278	5.003	6.234	6.234	0.9929913985345652	0.00657683670195701	0.040999999999999995	0.006530742274609749	0.0028873917228103944	0.018000000000000002	0.002867155144950621	1.0070580686557586	6.278	6.278
25041	5.0	20.0	STAT3	12.0	12.0	0.0	6.287999999999999	1.9980000000000002	5.683	1.994	3.944	0.46799999999999997	7.888999999999999	0.9359999999999999	1.1064578567657928	1.594320486815416	0.7970591963493472	0.9037849872773536	1.4409229208924952	0.7203701356318924	0.6272264631043256	0.6939996480732008	0.4999366206109773	1.2546119592875318	1.3881752595460146	2.0002535496957403
25068	5.0	20.0	TGFBR1	12.0	11.0	1.0	5.563	4.512	0.79	1.62	0.501	0.516	5.4479999999999995	4.518	5.563	5.563	1.021108663729809	0.14200970699262988	0.79	0.145007342143906	0.09005932051051592	0.501	0.09196035242290747	0.9793277008808198	5.4479999999999995	5.4479999999999995
25100	5.0	20.0	TUBB	13.0	13.0	0.0	12.952	0.7909999999999999	0.0	0.0	0.0	0.0	12.953	0.7829999999999999	12.952	12.952	0.9999227978074576	0.0	0.0	0.0	0.0	0.0	0.0	1.000077208153181	12.953	12.953
25132	5.0	20.0	YES1	11.0	10.0	1.0	4.515	3.38	2.122	2.5810000000000004	0.94	1.005	4.277	3.5039999999999996	2.1277097078228087	4.515	1.055646481178396	0.4699889258028793	2.122	0.4961421557166237	0.2081949058693245	0.4429783223374175	0.21978021978021972	0.9472868217054264	2.01555136663525	4.277
25136	5.0	20.0	YWHAQ	14.0	14.0	0.0	7.334	1.996	6.636	1.9909999999999999	4.928999999999999	0.593	8.871	1.068	1.1051838456901748	1.4879285859200648	0.8267388118588659	0.9048268339241888	1.3463177115033476	0.7480554616165032	0.6720752658849196	0.7427667269439422	0.5556307067974299	1.2095718571038998	1.3367992766726944	1.7997565429093123
25182	5.0	25.0	AP2A1	12.0	0.0	12.0	1.1640000000000001	0.41	0.264	0.502	0.011000000000000001	0.106	1.155	0.39799999999999996	1.1640000000000001	1.1640000000000001	1.0077922077922077	0.22680412371134026	0.264	0.22857142857142854	0.009450171821305841	0.011000000000000001	0.009523809523809523	0.9922680412371137	1.155	1.155
25183	5.0	25.0	AP2B1	12.0	1.0	11.0	1.153	0.39299999999999996	0.27	0.505	0.015	0.12	1.149	0.406	1.153	1.153	1.0034812880765884	0.2341717259323504	0.27	0.2349869451697128	0.013009540329575022	0.015	0.013054830287206266	0.9965307892454468	1.149	1.149
25196	5.0	25.0	ARRB1	13.0	3.0	10.0	1.355	0.7559999999999999	0.27699999999999997	0.61	0.012	0.107	1.349	0.738	1.355	1.355	1.0044477390659747	0.2044280442804428	0.27699999999999997	0.20533728687916974	0.008856088560885609	0.012	0.008895478131949592	0.9955719557195571	1.349	1.349
25219	5.0	25.0	ATP6V1C1	14.0	6.0	8.0	1.673	1.669	0.204	0.5920000000000001	0.022000000000000002	0.151	1.755	1.751	1.673	1.673	0.9532763532763534	0.12193664076509265	0.204	0.11623931623931626	0.013150029886431559	0.022000000000000002	0.012535612535612537	1.0490137477585175	1.755	1.755
25220	5.0	25.0	ATP6V1C2	11.0	5.0	6.0	1.692	1.4980000000000002	0.16399999999999998	0.603	0.02	0.145	1.758	1.557	1.692	1.692	0.9624573378839592	0.09692671394799053	0.16399999999999998	0.093287827076223	0.011820330969267141	0.02	0.011376564277588168	1.0390070921985817	1.758	1.758
25236	5.0	25.0	BCAR1	14.0	1.0	13.0	1.17	0.41100000000000003	0.321	0.557	0.012	0.10800000000000001	1.195	0.451	1.17	1.17	0.9790794979079496	0.2743589743589744	0.321	0.2686192468619247	0.010256410256410256	0.012	0.0100418410041841	1.0213675213675215	1.195	1.195
25239	5.0	25.0	BDKRB1	11.0	1.0	10.0	1.119	0.345	0.26	0.498	0.011000000000000001	0.102	1.126	0.35	1.119	1.119	0.993783303730018	0.2323503127792672	0.26	0.23090586145648315	0.009830205540661306	0.011000000000000001	0.00976909413854352	1.0062555853440571	1.126	1.126
25240	5.0	25.0	BDKRB2	12.0	0.0	12.0	1.1440000000000001	0.385	0.263	0.49200000000000005	0.015	0.121	1.156	0.41100000000000003	1.1440000000000001	1.1440000000000001	0.9896193771626296	0.2298951048951049	0.263	0.2275086505190312	0.013111888111888112	0.015	0.012975778546712806	1.0104895104895104	1.156	1.156
25243	5.0	25.0	BLNK	11.0	0.0	11.0	1.1320000000000001	0.365	0.249	0.494	0.009000000000000001	0.09699999999999999	1.137	0.37799999999999995	1.1320000000000001	1.1320000000000001	0.9956024626209322	0.21996466431095407	0.249	0.21899736147757254	0.00795053003533569	0.009000000000000001	0.007915567282321899	1.004416961130742	1.137	1.137
25260	5.0	25.0	CALM3	15.0	4.0	11.0	1.425	0.996	0.317	0.706	0.013999999999999999	0.11800000000000001	1.4809999999999999	1.041	1.425	1.425	0.9621877110060768	0.2224561403508772	0.317	0.2140445644834571	0.009824561403508772	0.013999999999999999	0.009453072248480757	1.0392982456140352	1.4809999999999999	1.4809999999999999
25272	5.0	25.0	CASP3	14.0	0.0	14.0	1.177	0.42	0.321	0.546	0.017	0.128	1.187	0.444	1.177	1.177	0.991575400168492	0.2727272727272727	0.321	0.2704296545914069	0.014443500424808837	0.017	0.014321819713563604	1.008496176720476	1.187	1.187
25281	5.0	25.0	CBL	14.0	4.0	10.0	1.4580000000000002	1.031	0.289	0.6890000000000001	0.024	0.159	1.455	1.034	1.4580000000000002	1.4580000000000002	1.002061855670103	0.19821673525377229	0.289	0.1986254295532646	0.01646090534979424	0.024	0.016494845360824743	0.9979423868312758	1.455	1.455
25296	5.0	25.0	CCND1	12.0	0.0	12.0	1.146	0.39299999999999996	0.266	0.503	0.009000000000000001	0.10099999999999999	1.149	0.392	1.146	1.146	0.9973890339425586	0.2321116928446772	0.266	0.2315056570931245	0.007853403141361256	0.009000000000000001	0.007832898172323759	1.0026178010471205	1.149	1.149
25315	5.0	25.0	CD4	13.0	2.0	11.0	1.238	0.516	0.281	0.563	0.011000000000000001	0.10400000000000001	1.2409999999999999	0.514	1.238	1.238	0.9975825946817082	0.22697899838449115	0.281	0.22643029814665594	0.00888529886914378	0.011000000000000001	0.0088638195004029	1.0024232633279484	1.2409999999999999	1.2409999999999999
25374	5.0	25.0	CRK	11.0	2.0	9.0	1.235	0.498	0.244	0.522	0.009000000000000001	0.09300000000000001	1.235	0.49700000000000005	1.235	1.235	1.0	0.19757085020242912	0.244	0.19757085020242912	0.00728744939271255	0.009000000000000001	0.00728744939271255	1.0	1.235	1.235
25454	5.0	25.0	EP300	12.0	4.0	8.0	1.3559999999999999	0.77	0.5529999999999999	0.9540000000000001	0.048	0.214	1.188	0.552	1.3559999999999999	1.3559999999999999	1.1414141414141414	0.4078171091445428	0.5529999999999999	0.4654882154882156	0.035398230088495575	0.048	0.040404040404040414	0.8761061946902654	1.188	1.188
25578	5.0	25.0	HSPA8	15.0	6.0	9.0	1.579	1.338	0.597	1.28	0.085	0.305	1.402	1.128	1.579	1.579	1.1262482168330956	0.37808739708676375	0.597	0.42582025677603424	0.05383153894870171	0.085	0.06062767475035664	0.8879037365421152	1.402	1.402
25588	5.0	25.0	IKBKB	12.0	5.0	7.0	1.493	0.8270000000000001	0.7879999999999999	1.195	0.02	0.191	1.0979999999999999	0.361	1.493	1.493	1.359744990892532	0.5277963831212324	0.7879999999999999	0.7176684881602914	0.013395847287340924	0.02	0.01821493624772313	0.7354320160750167	1.0979999999999999	1.0979999999999999
25590	5.0	25.0	IKBKG	13.0	5.0	8.0	1.6030000000000002	1.3980000000000001	0.237	0.701	0.016	0.126	1.642	1.4269999999999998	1.6030000000000002	1.6030000000000002	0.9762484774665044	0.14784778540237056	0.237	0.14433617539585872	0.009981285090455396	0.016	0.0097442143727162	1.0243293824079849	1.642	1.642
25656	5.0	25.0	JAK1	14.0	9.0	5.0	2.41	3.022	0.193	0.9229999999999999	0.028999999999999998	0.17300000000000001	2.717	3.275	2.41	2.41	0.8870077291129923	0.08008298755186721	0.193	0.07103422892896577	0.012033195020746887	0.028999999999999998	0.010673536989326464	1.1273858921161826	2.717	2.717
25657	5.0	25.0	JAK2	11.0	3.0	8.0	1.235	0.495	0.484	0.7559999999999999	0.032	0.177	1.125	0.373	1.235	1.235	1.097777777777778	0.3919028340080971	0.484	0.43022222222222223	0.025910931174089068	0.032	0.02844444444444445	0.9109311740890688	1.125	1.125
25705	5.0	25.0	MAP3K5	15.0	7.0	8.0	1.655	1.167	0.903	1.4980000000000002	0.011000000000000001	0.13699999999999998	1.111	0.345	1.655	1.655	1.4896489648964897	0.545619335347432	0.903	0.8127812781278129	0.006646525679758307	0.011000000000000001	0.0099009900990099	0.6712990936555892	1.111	1.111
25707	5.0	25.0	MAP3K7	12.0	5.0	7.0	1.493	1.069	0.594	1.16	0.071	0.285	1.2690000000000001	0.8340000000000001	1.493	1.493	1.1765169424743895	0.3978566644340254	0.594	0.4680851063829787	0.04755525787006027	0.071	0.055949566587864465	0.8499665103817815	1.2690000000000001	1.2690000000000001
25715	5.0	25.0	MAPK14	11.0	7.0	4.0	1.9580000000000002	1.288	1.3359999999999999	1.7469999999999999	0.01	0.156	1.044	0.261	1.465568862275449	1.9580000000000002	1.8754789272030647	0.6823289070480082	1.3359999999999999	1.2796934865900382	0.005107252298263534	0.00748502994011976	0.00957854406130268	0.533197139938713	0.7814371257485029	1.044
25716	5.0	25.0	MAPK3	12.0	5.0	7.0	1.595	1.3980000000000001	0.22699999999999998	0.7090000000000001	0.016	0.125	1.725	1.5230000000000001	1.595	1.595	0.9246376811594202	0.14231974921630094	0.22699999999999998	0.13159420289855073	0.010031347962382446	0.016	0.00927536231884058	1.0815047021943571	1.725	1.725
25745	5.0	25.0	NCK1	11.0	8.0	3.0	2.3819999999999997	1.653	1.875	2.151	0.040999999999999995	0.34600000000000003	1.087	0.507	1.2704	2.3819999999999997	2.191352345906164	0.7871536523929471	1.875	1.7249310027598896	0.017212426532325777	0.021866666666666663	0.03771849126034959	0.4563392107472712	0.5797333333333333	1.087
25753	5.0	25.0	NFKB1	13.0	7.0	6.0	2.056	2.2640000000000002	0.18	0.636	0.013000000000000001	0.121	2.002	2.2030000000000003	2.056	2.056	1.026973026973027	0.08754863813229571	0.18	0.08991008991008992	0.006322957198443579	0.013000000000000001	0.006493506493506494	0.9737354085603112	2.002	2.002
25778	5.0	25.0	PAK1	11.0	9.0	2.0	3.696	3.79	0.08900000000000001	0.754	0.012	0.107	3.8310000000000004	3.8360000000000003	3.696	3.696	0.9647611589663274	0.024080086580086577	0.08900000000000001	0.02323153223701384	0.0032467532467532465	0.012	0.0031323414252153485	1.036525974025974	3.8310000000000004	3.8310000000000004
25787	5.0	25.0	PDGFRB	12.0	6.0	6.0	1.629	1.1179999999999999	0.892	1.456	0.038	0.27399999999999997	1.122	0.489	1.629	1.629	1.4518716577540105	0.5475751995089012	0.892	0.7950089126559714	0.023327194597912833	0.038	0.0338680926916221	0.6887661141804788	1.122	1.122
25810	5.0	25.0	PIK3R1	15.0	13.0	2.0	4.64	5.1770000000000005	1.0979999999999999	2.823	0.344	0.511	4.603	5.171	4.225865209471766	4.64	1.008038235933087	0.2366379310344828	1.0979999999999999	0.2385400825548556	0.07413793103448275	0.31329690346083783	0.07473386921572887	0.9920258620689656	4.192167577413478	4.603
25885	5.0	25.0	PRKDC	12.0	8.0	4.0	2.286	2.437	0.7979999999999999	1.845	0.172	0.39899999999999997	2.004	2.231	2.286	2.286	1.1407185628742516	0.34908136482939633	0.7979999999999999	0.3982035928143713	0.07524059492563429	0.172	0.08582834331337325	0.8766404199475065	2.004	2.004
25900	5.0	25.0	PTPN1	12.0	10.0	2.0	4.081	4.282	0.11	0.853	0.018000000000000002	0.132	4.444	4.4	4.081	4.081	0.9183168316831684	0.02695417789757412	0.11	0.024752475247524757	0.0044106836559666745	0.018000000000000002	0.00405040504050405	1.0889487870619945	4.444	4.444
25920	5.0	25.0	RASA1	12.0	11.0	1.0	4.489	3.7939999999999996	2.5660000000000003	3.2910000000000004	0.649	0.9359999999999999	3.594	3.748	1.7494154325798907	4.489	1.2490261547022816	0.5716195143684563	2.5660000000000003	0.7139677239844184	0.14457562931610604	0.25292283710054564	0.1805787423483584	0.800623746936957	1.4006235385814498	3.594
25938	5.0	25.0	RIPK2	12.0	11.0	1.0	5.996	5.011	0.039	0.501	0.008	0.09	6.356	5.005	5.996	5.996	0.9433606041535558	0.006504336224149433	0.039	0.006135934550031466	0.00133422281521014	0.008	0.0012586532410320955	1.0600400266844563	6.356	6.356
26008	5.0	25.0	STAT3	12.0	12.0	0.0	5.9879999999999995	2.016	5.9879999999999995	2.016	3.6919999999999997	1.0659999999999998	7.385	2.1319999999999997	1.0	1.6218851570964248	0.8108327691266081	1.0	1.6218851570964248	0.8108327691266081	0.6165664662658651	0.6165664662658651	0.4999322951929587	1.2332999331997327	1.2332999331997327	2.0002708559046587
26035	5.0	25.0	TGFBR1	12.0	11.0	1.0	5.132000000000001	4.484	1.3519999999999999	2.7439999999999998	0.455	0.525	4.98	4.485	3.79585798816568	5.132000000000001	1.0305220883534134	0.2634450506625098	1.3519999999999999	0.2714859437751004	0.0886593920498831	0.3365384615384615	0.09136546184738956	0.970381917381138	3.6834319526627217	4.98
26067	5.0	25.0	TUBB	13.0	13.0	0.0	12.948	0.821	0.0	0.0	0.0	0.0	12.952	0.785	12.948	12.948	0.999691167387276	0.0	0.0	0.0	0.0	0.0	0.0	1.0003089280197714	12.952	12.952
26099	5.0	25.0	YES1	11.0	10.0	1.0	3.9360000000000004	3.253	2.637	3.091	0.609	0.934	3.1060000000000003	3.2239999999999998	1.4926052332195676	3.9360000000000004	1.2672247263361236	0.6699695121951221	2.637	0.8490019317450097	0.15472560975609756	0.2309442548350398	0.1960721184803606	0.7891260162601625	1.1778536215396282	3.1060000000000003
26103	5.0	25.0	YWHAQ	14.0	14.0	0.0	7.037999999999999	2.025	6.931	2.024	4.667	1.247	8.4	2.245	1.015437887750685	1.5080351403471182	0.8378571428571429	0.9847968172776356	1.4851082065566743	0.8251190476190476	0.6631145211707871	0.6733516087144712	0.5555952380952379	1.1935208866155158	1.2119463280911846	1.7998714377544462
26149	5.0	50.0	AP2A1	12.0	0.0	12.0	1.149	0.397	0.27899999999999997	0.511	0.001	0.022000000000000002	1.14	0.368	1.149	1.149	1.0078947368421054	0.24281984334203655	0.27899999999999997	0.2447368421052632	0.0008703220191470844	0.001	0.0008771929824561405	0.992167101827676	1.14	1.14
26150	5.0	50.0	AP2B1	12.0	1.0	11.0	1.151	0.4	0.27699999999999997	0.518	0.0	0.0	1.151	0.39299999999999996	1.151	1.151	1.0	0.24066029539530845	0.27699999999999997	0.24066029539530845	0.0	0.0	0.0	1.0	1.151	1.151
26163	5.0	50.0	ARRB1	13.0	3.0	10.0	1.341	0.748	0.293	0.6579999999999999	0.0	0.0	1.3559999999999999	0.7829999999999999	1.341	1.341	0.9889380530973452	0.2184936614466816	0.293	0.2160766961651917	0.0	0.0	0.0	1.011185682326622	1.3559999999999999	1.3559999999999999
26186	5.0	50.0	ATP6V1C1	14.0	6.0	8.0	1.7269999999999999	1.7180000000000002	0.341	1.022	0.0	0.0	1.732	1.7269999999999999	1.7269999999999999	1.7269999999999999	0.9971131639722864	0.19745222929936307	0.341	0.1968822170900693	0.0	0.0	0.0	1.0028951939779964	1.732	1.732
26187	5.0	50.0	ATP6V1C2	11.0	5.0	6.0	1.682	1.4869999999999999	0.266	0.887	0.0	0.0	1.726	1.536	1.682	1.682	0.9745075318655853	0.15814506539833534	0.266	0.15411355735805332	0.0	0.0	0.0	1.0261593341260404	1.726	1.726
26203	5.0	50.0	BCAR1	14.0	1.0	13.0	1.182	0.42200000000000004	0.33899999999999997	0.5670000000000001	0.0	0.0	1.176	0.41700000000000004	1.182	1.182	1.0051020408163265	0.2868020304568528	0.33899999999999997	0.28826530612244894	0.0	0.0	0.0	0.9949238578680204	1.176	1.176
26206	5.0	50.0	BDKRB1	11.0	1.0	10.0	1.1340000000000001	0.36700000000000005	0.259	0.503	0.0	0.0	1.123	0.35600000000000004	1.1340000000000001	1.1340000000000001	1.0097951914514691	0.2283950617283951	0.259	0.23063223508459485	0.0	0.0	0.0	0.990299823633157	1.123	1.123
26207	5.0	50.0	BDKRB2	12.0	0.0	12.0	1.153	0.401	0.27399999999999997	0.516	0.0	0.0	1.14	0.38799999999999996	1.153	1.153	1.01140350877193	0.2376409366869037	0.27399999999999997	0.2403508771929825	0.0	0.0	0.0	0.9887250650477016	1.14	1.14
26210	5.0	50.0	BLNK	11.0	0.0	11.0	1.136	0.379	0.258	0.501	0.0	0.0	1.1340000000000001	0.36700000000000005	1.136	1.136	1.0017636684303348	0.2271126760563381	0.258	0.22751322751322756	0.0	0.0	0.0	0.9982394366197184	1.1340000000000001	1.1340000000000001
26227	5.0	50.0	CALM3	15.0	4.0	11.0	1.43	1.004	0.35100000000000003	0.805	0.0	0.0	1.47	1.0270000000000001	1.43	1.43	0.9727891156462584	0.24545454545454545	0.35100000000000003	0.2387755102040816	0.0	0.0	0.0	1.027972027972028	1.47	1.47
26239	5.0	50.0	CASP3	14.0	0.0	14.0	1.176	0.43	0.319	0.5720000000000001	0.001	0.03	1.176	0.43	1.176	1.176	1.0	0.2712585034013605	0.319	0.2712585034013605	0.0008503401360544217	0.001	0.0008503401360544217	1.0	1.176	1.176
26248	5.0	50.0	CBL	14.0	4.0	10.0	1.4409999999999998	1.025	0.32899999999999996	0.7759999999999999	0.0	0.0	1.4669999999999999	1.045	1.4409999999999998	1.4409999999999998	0.9822767552828904	0.2283136710617627	0.32899999999999996	0.2242672119972733	0.0	0.0	0.0	1.0180430256766135	1.4669999999999999	1.4669999999999999
26263	5.0	50.0	CCND1	12.0	0.0	12.0	1.148	0.39	0.247	0.48700000000000004	0.0	0.0	1.151	0.396	1.148	1.148	0.997393570807993	0.21515679442508712	0.247	0.2145960034752389	0.0	0.0	0.0	1.0026132404181185	1.151	1.151
26282	5.0	50.0	CD4	13.0	2.0	11.0	1.245	0.518	0.293	0.573	0.0	0.0	1.238	0.519	1.245	1.245	1.005654281098546	0.23534136546184736	0.293	0.23667205169628436	0.0	0.0	0.0	0.9943775100401604	1.238	1.238
26341	5.0	50.0	CRK	11.0	2.0	9.0	1.228	0.496	0.226	0.498	0.0	0.0	1.225	0.501	1.228	1.228	1.0024489795918363	0.18403908794788276	0.226	0.18448979591836734	0.0	0.0	0.0	0.9975570032573292	1.225	1.225
26421	5.0	50.0	EP300	12.0	4.0	8.0	1.324	0.726	0.633	1.06	0.0	0.0	1.094	0.305	1.324	1.324	1.2102376599634368	0.4780966767371601	0.633	0.5786106032906764	0.0	0.0	0.0	0.8262839879154079	1.094	1.094
26545	5.0	50.0	HSPA8	15.0	6.0	9.0	1.531	1.288	0.8170000000000001	1.584	0.0	0.0	1.109	0.325	1.531	1.531	1.3805229936880072	0.5336381450032658	0.8170000000000001	0.7366997294860234	0.0	0.0	0.0	0.7243631613324625	1.109	1.109
26555	5.0	50.0	IKBKB	12.0	5.0	7.0	1.489	0.8079999999999999	0.784	1.1909999999999998	0.0	0.0	1.077	0.275	1.489	1.489	1.382544103992572	0.5265278710543989	0.784	0.7279480037140205	0.0	0.0	0.0	0.7233042310275352	1.077	1.077
26557	5.0	50.0	IKBKG	13.0	5.0	8.0	1.5730000000000002	1.357	0.281	0.841	0.0	0.0	1.597	1.3969999999999998	1.5730000000000002	1.5730000000000002	0.9849718221665624	0.17863954227590592	0.281	0.17595491546649972	0.0	0.0	0.0	1.0152574698029244	1.597	1.597
26623	5.0	50.0	JAK1	14.0	9.0	5.0	2.487	3.102	0.3	1.368	0.0	0.0	2.353	2.986	2.487	2.487	1.0569485762855928	0.120627261761158	0.3	0.12749681257968548	0.0	0.0	0.0	0.946119823080016	2.353	2.353
26624	5.0	50.0	JAK2	11.0	3.0	8.0	1.224	0.483	0.534	0.7979999999999999	0.0	0.0	1.091	0.312	1.224	1.224	1.1219065077910175	0.4362745098039216	0.534	0.4894592117323557	0.0	0.0	0.0	0.8913398692810457	1.091	1.091
26672	5.0	50.0	MAP3K5	15.0	7.0	8.0	1.662	1.147	0.963	1.5730000000000002	0.0	0.0	1.093	0.321	1.662	1.662	1.5205855443732843	0.5794223826714802	0.963	0.8810612991765783	0.0	0.0	0.0	0.6576413959085439	1.093	1.093
26674	5.0	50.0	MAP3K7	12.0	5.0	7.0	1.505	1.113	0.7340000000000001	1.3259999999999998	0.0	0.0	1.094	0.309	1.505	1.505	1.3756855575868372	0.4877076411960133	0.7340000000000001	0.6709323583180986	0.0	0.0	0.0	0.7269102990033224	1.094	1.094
26682	5.0	50.0	MAPK14	11.0	7.0	4.0	1.955	1.294	1.334	1.745	0.0	0.0	1.038	0.203	1.4655172413793105	1.955	1.8834296724470132	0.6823529411764706	1.334	1.2851637764932562	0.0	0.0	0.0	0.5309462915601023	0.7781109445277361	1.038
26683	5.0	50.0	MAPK3	12.0	5.0	7.0	1.632	1.4369999999999998	0.21100000000000002	0.695	0.001	0.026000000000000002	1.639	1.454	1.632	1.632	0.9957291031116534	0.12928921568627452	0.21100000000000002	0.12873703477730322	0.0006127450980392157	0.001	0.0006101281269066504	1.0042892156862746	1.639	1.639
26712	5.0	50.0	NCK1	11.0	8.0	3.0	2.374	1.692	1.742	2.06	0.0	0.0	1.011	0.11800000000000001	1.362801377726751	2.374	2.348170128585559	0.733782645324347	1.742	1.7230464886251238	0.0	0.0	0.0	0.4258635214827295	0.5803673938002296	1.011
26720	5.0	50.0	NFKB1	13.0	7.0	6.0	2.0140000000000002	2.231	0.32899999999999996	1.2329999999999999	0.0	0.0	2.0580000000000003	2.266	2.0140000000000002	2.0140000000000002	0.978620019436346	0.163356504468719	0.32899999999999996	0.1598639455782313	0.0	0.0	0.0	1.0218470705064548	2.0580000000000003	2.0580000000000003
26745	5.0	50.0	PAK1	11.0	9.0	2.0	3.6830000000000003	3.793	0.163	1.074	0.0	0.0	3.917	3.873	3.6830000000000003	3.6830000000000003	0.9402604033699259	0.04425739885962531	0.163	0.041613479703855004	0.0	0.0	0.0	1.0635351615530817	3.917	3.917
26754	5.0	50.0	PDGFRB	12.0	6.0	6.0	1.585	1.071	0.92	1.464	0.0	0.0	1.075	0.28	1.585	1.585	1.4744186046511631	0.580441640378549	0.92	0.8558139534883722	0.0	0.0	0.0	0.6782334384858044	1.075	1.075
26777	5.0	50.0	PIK3R1	15.0	13.0	2.0	4.042	4.9110000000000005	3.221	5.013	0.004	0.063	1.055	0.7070000000000001	1.2548897857808132	4.042	3.8312796208530813	0.7968827313211282	3.221	3.0530805687203797	0.0009896091044037606	0.0012418503570319776	0.003791469194312796	0.26100940128649186	0.3275380316671841	1.055
26852	5.0	50.0	PRKDC	12.0	8.0	4.0	2.089	2.293	1.416	2.58	0.0	0.0	1.045	0.214	1.4752824858757063	2.089	1.9990430622009567	0.6778362853039732	1.416	1.355023923444976	0.0	0.0	0.0	0.5002393489707994	0.7379943502824858	1.045
